template,seed,entity_id,entity_idx,period_idx,fact_table,metric,distribution,trajectory_position,predicted_center,envelope_sigma,observed,deviation,deviation_in_sigma
hr,1002,e-001,0,14,fct_performance,engagement_index,beta,0.36227544910179643,0.36227544910179643,0.18953700249798391,0.7511551014964998,0.38887965239470335,2.0517347392303504
hr,1002,e-004,3,7,fct_performance,engagement_index,beta,0.7578525253483966,0.7578525253483966,0.19139809412470338,0.7817577401986139,0.023905214850217238,0.12489787298844288
hr,1002,e-002,1,22,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,0.7658912483627534,-0.03410875163724669,-0.17795343727342805
hr,1002,e-002,1,15,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,0.8962069515119563,0.09620695151195624,0.501934456389053
hr,1002,e-002,1,3,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,0.9684235648089904,0.16842356480899034,0.8787056352679565
hr,1002,e-001,0,9,fct_performance,engagement_index,beta,0.22711719418306245,0.22711719418306245,0.18920046846167016,0.04227053821327589,-0.18484665596978656,-0.9769883630453821
hr,1002,e-001,0,2,fct_performance,engagement_index,beta,0.048674080410607355,0.048674080410607355,0.1889922653974279,0.0,-0.048674080410607355,-0.2575453567279679
hr,1002,e-004,3,23,fct_performance,engagement_index,beta,0.3,0.3,0.18936284142958382,0.03419608735501043,-0.26580391264498954,-1.4036751383656807
hr,1002,e-002,1,33,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,0.4345059129943452,-0.36549408700565483,-1.9068692333713286
hr,1002,e-003,2,10,fct_performance,engagement_index,beta,0.6514390575310556,0.6514390575310556,0.19077023422790262,0.6617250639237612,0.010286006392705604,0.053918298283460106
hr,1002,e-004,3,17,fct_performance,engagement_index,beta,1.0,1.0,0.1931690599301185,0.8913459557058337,-0.10865404429416625,-0.562481612394207
hr,1002,e-001,0,22,fct_performance,engagement_index,beta,0.5918733960650128,0.5918733960650128,0.19045941379054215,0.2559771826465998,-0.33589621341841297,-1.7636104550222707
hr,1002,e-004,3,2,fct_performance,engagement_index,beta,0.15749467199488215,0.15749467199488215,0.18908721011484766,0.04928428367969905,-0.10821038831518309,-0.5722776715011996
hr,1002,e-002,1,25,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,0.7017235391700102,-0.09827646082998986,-0.5127315767448538
hr,1002,e-001,0,24,fct_performance,engagement_index,beta,0.6518391787852865,0.6518391787852865,0.19077242101070288,0.5363451600479198,-0.11549401873736675,-0.6054020708312299
hr,1002,e-001,0,16,fct_performance,engagement_index,beta,0.4181351582549187,0.4181351582549187,0.18972091326787327,0.3987354714657967,-0.019399686789122017,-0.10225381300864261
hr,1002,e-004,3,9,fct_performance,engagement_index,beta,0.8928039507782877,0.8928039507782877,0.19232691945103841,0.7345191127902402,-0.1582848379880475,-0.8229988731678449
hr,1002,e-001,0,12,fct_performance,engagement_index,beta,0.3074422583404619,0.3074422583404619,0.18938193921762253,0.624782751664041,0.31734049332357905,1.6756639763780052
hr,1002,e-001,0,26,fct_performance,engagement_index,beta,0.7128314798973481,0.7128314798973481,0.19112114394869537,0.4525285913549422,-0.26030288854240585,-1.3619784978488914
hr,1002,e-002,1,23,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,0.8277191133537202,0.027719113353720126,0.14461718071439955
hr,1002,e-001,0,13,fct_performance,engagement_index,beta,0.3347305389221557,0.3347305389221557,0.18945594994136525,0.42965843885896693,0.09492789993681122,0.5010552583130299
hr,1002,e-004,3,29,fct_performance,engagement_index,beta,0.3,0.3,0.18936284142958382,0.14558186085830951,-0.15441813914169047,-0.8154616712334884
hr,1002,e-004,3,21,fct_performance,engagement_index,beta,0.3,0.3,0.18936284142958382,0.41928774801508867,0.11928774801508868,0.6299427443870863
hr,1002,e-003,2,15,fct_performance,engagement_index,beta,0.5257880244257798,0.5257880244257798,0.19014891687541374,0.6552893502102483,0.1295013257844685,0.6810521348870908
hr,1002,e-004,3,16,fct_performance,engagement_index,beta,0.9983149572976772,0.9983149572976772,0.19315511414567446,1.0,0.0016850427023228365,0.00872377989977529
hr,1002,e-001,0,1,fct_performance,engagement_index,beta,0.024208725406330196,0.024208725406330196,0.18898471740885026,0.3554235859183338,0.3312148605120036,1.7526012952436367
hr,1002,e-002,1,0,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,0.9459832030962474,0.14598320309624735,0.7616289523417796
hr,1002,e-004,3,33,fct_performance,engagement_index,beta,0.3,0.3,0.18936284142958382,0.4793902959699576,0.1793902959699576,0.947336312740456
hr,1002,e-001,0,29,fct_performance,engagement_index,beta,0.8062446535500427,0.8062446535500427,0.19171419984051924,1.0,0.1937553464499573,1.0106468201684382
hr,1002,e-004,3,29,fct_performance,engagement_index,beta,0.3,0.3,0.18936284142958382,0.14558186085830951,-0.15441813914169047,-0.8154616712334884
hr,1002,e-004,3,31,fct_performance,engagement_index,beta,0.3,0.3,0.18936284142958382,0.5907385632811638,0.2907385632811638,1.535351714656634
hr,1002,e-001,0,30,fct_performance,engagement_index,beta,0.8378956372968349,0.8378956372968349,0.19193122797681314,0.8734457596495709,0.035550122352736024,0.1852232319225862
hr,1002,e-001,0,6,fct_performance,engagement_index,beta,0.14910179640718563,0.14910179640718563,0.189076322862998,0.020633513566400134,-0.12846828284078549,-0.6794519847621099
hr,1002,e-001,0,8,fct_performance,engagement_index,beta,0.20085543199315656,0.20085543199315656,0.18915293907730737,0.5650417684902783,0.36418633649712173,1.9253538341705474
hr,1002,e-002,1,25,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,0.7017235391700102,-0.09827646082998986,-0.5127315767448538
hr,1002,e-002,1,14,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,0.5999643206543568,-0.20003567934564326,-1.0436335253621711
hr,1002,e-004,3,34,fct_performance,engagement_index,beta,0.3,0.3,0.18936284142958382,0.36487561042450467,0.06487561042450468,0.34259947693396453
hr,1002,e-004,3,9,fct_performance,engagement_index,beta,0.8928039507782877,0.8928039507782877,0.19232691945103841,0.7345191127902402,-0.1582848379880475,-0.8229988731678449
hr,1002,e-002,1,30,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,0.9489465232468828,0.14894652324688273,0.7770892955450569
hr,1002,e-003,2,28,fct_performance,engagement_index,beta,0.30119421191220214,0.30119421191220214,0.18936587453801904,0.0,-0.30119421191220214,-1.5905411291606888
hr,1002,e-003,2,34,fct_performance,engagement_index,beta,0.2329007557498447,0.2329007557498447,0.18921171774901221,0.2000861686113535,-0.0328145871384912,-0.1734278803071778
hr,1002,e-001,0,3,fct_performance,engagement_index,beta,0.07339606501283148,0.07339606501283148,0.18900503931393126,0.1508394337994397,0.07744336878660822,0.4097423490279394
hr,1002,e-001,0,25,fct_performance,engagement_index,beta,0.6822070145423438,0.6822070145423438,0.1909422320268383,0.4490037676368525,-0.23320324690549127,-1.2213287989254933
hr,1002,e-002,1,2,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,0.4876065701862311,-0.31239342981376894,-1.6298305258492598
hr,1002,e-004,3,13,fct_performance,engagement_index,beta,0.984573721605096,0.984573721605096,0.19304222951345698,0.7684465952823638,-0.21612712632273223,-1.1195846984748277
hr,1002,e-004,3,18,fct_performance,engagement_index,beta,1.0,1.0,0.1931690599301185,0.8756269389744551,-0.1243730610255449,-0.6438560143665789
hr,1002,e-001,0,21,fct_performance,engagement_index,beta,0.5622754491017964,0.5622754491017964,0.19031587323012736,0.28996571590012593,-0.27230973320167046,-1.4308303799357673
hr,1002,e-003,2,28,fct_performance,engagement_index,beta,0.30119421191220214,0.30119421191220214,0.18936587453801904,0.0,-0.30119421191220214,-1.5905411291606888
hr,1002,e-002,1,34,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,0.609215742747326,-0.190784257252674,-0.9953666647446917
hr,1002,e-004,3,32,fct_performance,engagement_index,beta,0.3,0.3,0.18936284142958382,0.459908753553283,0.159908753553283,0.8444568762596775
hr,1002,e-002,1,16,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,0.9871740036392384,0.1871740036392383,0.9765311164146808
hr,1002,e-001,0,27,fct_performance,engagement_index,beta,0.7437125748502993,0.7437125748502993,0.1913093284308699,0.6446986916859028,-0.09901388316439652,-0.5175590964461277
hr,1002,e-003,2,1,fct_performance,engagement_index,beta,0.9580482443263975,0.9580482443263975,0.1928285663894661,1.0,0.04195175567360254,0.217559858786018
hr,1002,e-003,2,18,fct_performance,engagement_index,beta,0.4623520933081964,0.4623520933081964,0.1898850095383626,0.43096898761824476,-0.03138310568995162,-0.16527426660086755
hr,1002,e-001,0,10,fct_performance,engagement_index,beta,0.25363558597091534,0.25363558597091534,0.18925436674232646,0.4999377381908459,0.24630215221993057,1.3014344475088164
hr,1002,e-004,3,16,fct_performance,engagement_index,beta,0.9983149572976772,0.9983149572976772,0.19315511414567446,1.0,0.0016850427023228365,0.00872377989977529
hr,1002,e-001,0,33,fct_performance,engagement_index,beta,0.9343883661248932,0.9343883661248932,0.19264271671746375,0.8999928631438799,-0.03439550298101324,-0.17854556646155917
hr,1002,e-004,3,30,fct_performance,engagement_index,beta,0.3,0.3,0.18936284142958382,0.25009869987623756,-0.049901300123762427,-0.2635221342636995
hr,1002,e-004,3,8,fct_performance,engagement_index,beta,0.8363596545270011,0.8363596545270011,0.19192050872441577,0.7401758326880544,-0.09618382183894669,-0.50116489622826
hr,1002,e-001,0,18,fct_performance,engagement_index,beta,0.47502138579982883,0.47502138579982883,0.18993503684532037,1.0,0.5249786142001711,2.7639903775505315
hr,1002,e-003,2,9,fct_performance,engagement_index,beta,0.6799647735788938,0.6799647735788938,0.19092943477520385,0.7566648131298687,0.07670003955097482,0.401719303476071
hr,1002,e-003,2,34,fct_performance,engagement_index,beta,0.2329007557498447,0.2329007557498447,0.18921171774901221,0.2000861686113535,-0.0328145871384912,-0.1734278803071778
hr,1002,e-004,3,3,fct_performance,engagement_index,beta,0.27078483220213045,0.27078483220213045,0.18929237912511662,0.5706043467749004,0.2998195145727699,1.583896382720184
hr,1002,e-002,1,13,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,0.7451285889715312,-0.05487141102846882,-0.286277149759308
hr,1002,e-004,3,1,fct_performance,engagement_index,beta,0.06703313973219381,0.06703313973219381,0.18900125719476438,0.0,-0.06703313973219381,-0.3546703377910162
hr,1002,e-002,1,8,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,0.6818501286662229,-0.11814987133377719,-0.6164158671318671
hr,1002,e-001,0,34,fct_performance,engagement_index,beta,0.9670658682634731,0.9670658682634731,0.19290057528162532,0.5603380509034139,-0.40672781736005914,-2.10848421144549
hr,1002,e-001,0,15,fct_performance,engagement_index,beta,0.3900769888793841,0.3900769888793841,0.1896252667918778,0.2631518388441735,-0.1269251500352106,-0.6693472456627662
hr,1002,e-004,3,7,fct_performance,engagement_index,beta,0.7578525253483966,0.7578525253483966,0.19139809412470338,0.7817577401986139,0.023905214850217238,0.12489787298844288
hr,1002,e-001,0,27,fct_performance,engagement_index,beta,0.7437125748502993,0.7437125748502993,0.1913093284308699,0.6446986916859028,-0.09901388316439652,-0.5175590964461277
hr,1002,e-002,1,30,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,0.9489465232468828,0.14894652324688273,0.7770892955450569
hr,1002,e-002,1,19,fct_performance,engagement_index,beta,0.8,0.8,0.19167233946056406,1.0,0.19999999999999996,1.043447377763912
hr,1002,e-001,0,30,fct_performance,engagement_index,beta,0.8378956372968349,0.8378956372968349,0.19193122797681314,0.8734457596495709,0.035550122352736024,0.1852232319225862
hr,1002,e-003,2,29,fct_performance,engagement_index,beta,0.2885585859237581,0.2885585859237581,0.18933439044796435,0.0,-0.2885585859237581,-1.5240685289187546
hr,1002,e-004,3,11,fct_performance,engagement_index,beta,0.9572046327171234,0.9572046327171234,0.1928218629941063,1.0,0.042795367282876584,0.22194250495435078
hr,1002,e-003,2,6,fct_performance,engagement_index,beta,0.7732577404831906,0.7732577404831906,0.19149665732704887,0.7826377968817911,0.009380056398600511,0.048982872753651874
hr,1002,e-002,1,16,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,13.454878052473624,8.654878052473624,2.545897717716604
hr,1002,e-004,3,2,fct_training,training_hours,gamma,0.15749467199488215,0.9449680319692929,0.6692615587737498,1.9673692346068021,1.0224012026375093,1.5276556515673743
hr,1002,e-003,2,27,fct_training,training_hours,gamma,0.31438313644003535,1.886298818640212,1.335947084945678,2.893064824533411,1.006766005893199,0.753597217463247
hr,1002,e-003,2,21,fct_training,training_hours,gamma,0.40656965974059917,2.439417958443595,1.7276866625491212,2.0142620427702655,-0.42515591567332933,-0.24608392533749818
hr,1002,e-004,3,6,fct_training,training_hours,gamma,0.6555460195290655,3.933276117174393,2.7856926543661507,6.032020522979098,2.0987444058047053,0.7534012779605251
hr,1002,e-001,0,16,fct_training,training_hours,gamma,0.4181351582549187,2.5088109495295123,1.7768333636130185,4.749465105304775,2.240654155775263,1.2610378675122973
hr,1002,e-004,3,1,fct_training,training_hours,gamma,0.06703313973219381,0.40219883839316284,0.2848521986072294,0.1183895918859801,-0.28380924650718276,-0.9963386201505691
hr,1002,e-001,0,3,fct_training,training_hours,gamma,0.07339606501283148,0.4403763900769889,0.3118909627618596,1.3848426081304535,0.9444662180534645,3.0281936023090212
hr,1002,e-002,1,22,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,3.00885393643896,-1.7911460635610408,-0.5268791365597384
hr,1002,e-001,0,10,fct_training,training_hours,gamma,0.25363558597091534,1.521813515825492,1.0778050170033961,0.5810352282122749,-0.940778287613217,-0.8728650106202397
hr,1002,e-001,0,29,fct_training,training_hours,gamma,0.8062446535500427,4.837467921300256,3.4260749697325483,2.55677353505574,-2.280694386244516,-0.6656872387187006
hr,1002,e-001,0,35,fct_training,training_hours,gamma,1.0,6.0,4.2494234903101855,2.931167153714044,-3.068832846285956,-0.7221762795079639
hr,1002,e-002,1,31,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,1.9048307700270506,-2.89516922997295,-0.8516358856015129
hr,1002,e-001,0,11,fct_training,training_hours,gamma,0.28041060735671514,1.6824636441402907,1.1915834218337713,2.2942608323265525,0.6117971881862618,0.5134321080472442
hr,1002,e-004,3,4,fct_training,training_hours,gamma,0.4001017938868003,2.4006107633208016,1.7002019614578132,3.587226389277225,1.1866156259564233,0.697926277498808
hr,1002,e-003,2,8,fct_training,training_hours,gamma,0.7097395956891255,4.258437574134753,3.015984109924623,3.2802359043383302,-0.9782016697964226,-0.32433913248331747
hr,1002,e-001,0,2,fct_training,training_hours,gamma,0.048674080410607355,0.2920444824636441,0.20683678066608172,0.3780195936723239,0.08597511120867979,0.41566645415680886
hr,1002,e-002,1,5,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,5.396745093972691,0.5967450939726904,0.1755370744212208
hr,1002,e-002,1,14,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,5.623762595063449,0.8237625950634486,0.24231598619843553
hr,1002,e-003,2,9,fct_training,training_hours,gamma,0.6799647735788938,4.079788641473363,2.889458281429598,2.2752354848105405,-1.8045531566628226,-0.624529922532744
hr,1002,e-003,2,0,fct_training,training_hours,gamma,1.0,6.0,4.2494234903101855,3.3332037239057315,-2.6667962760942685,-0.6275666057231699
hr,1002,e-004,3,16,fct_training,training_hours,gamma,0.9983149572976772,5.989889743786063,4.2422630302687585,3.806033388066397,-2.1838563557196657,-0.514785702851931
hr,1002,e-003,2,20,fct_training,training_hours,gamma,0.42437284567695,2.5462370740617,1.8033399390694103,2.3940275802374416,-0.1522094938242584,-0.08440421604747694
hr,1002,e-003,2,8,fct_training,training_hours,gamma,0.7097395956891255,4.258437574134753,3.015984109924623,3.2802359043383302,-0.9782016697964226,-0.32433913248331747
hr,1002,e-001,0,14,fct_training,training_hours,gamma,0.36227544910179643,2.1736526946107784,1.5394618033758454,1.5135378568019298,-0.6601148378088486,-0.42879585343481735
hr,1002,e-004,3,7,fct_training,training_hours,gamma,0.7578525253483966,4.54711515209038,3.220436323406372,2.9963532378280373,-1.5507619142623428,-0.4815378285828194
hr,1002,e-002,1,22,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,3.00885393643896,-1.7911460635610408,-0.5268791365597384
hr,1002,e-002,1,15,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,1.0467856977893266,-3.753214302210674,-1.1040363212706967
hr,1002,e-002,1,3,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,2.708158747144025,-2.0918412528559758,-0.6153308965398274
hr,1002,e-001,0,9,fct_training,training_hours,gamma,0.22711719418306245,1.3627031650983747,0.9651171400148454,1.0248417912823848,-0.3378613738159899,-0.35007291841360616
hr,1002,e-001,0,2,fct_training,training_hours,gamma,0.048674080410607355,0.2920444824636441,0.20683678066608172,0.3780195936723239,0.08597511120867979,0.41566645415680886
hr,1002,e-004,3,23,fct_training,training_hours,gamma,0.3,1.7999999999999998,1.2748270470930554,0.25668896158297977,-1.54331103841702,-1.2106042477967343
hr,1002,e-002,1,33,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,2.919895177467476,-1.8801048225325245,-0.553047027090752
hr,1002,e-003,2,10,fct_training,training_hours,gamma,0.6514390575310556,3.9086343451863335,2.7682404335779958,1.854189018230147,-2.0544453269561864,-0.7421484427567523
hr,1002,e-004,3,17,fct_training,training_hours,gamma,1.0,6.0,4.2494234903101855,3.8107052669033856,-2.1892947330966144,-0.5151980587693338
hr,1002,e-001,0,22,fct_training,training_hours,gamma,0.5918733960650128,3.5512403763900764,2.515120712528329,0.9567341855426834,-2.594506190847393,-1.0315632875685166
hr,1002,e-004,3,2,fct_training,training_hours,gamma,0.15749467199488215,0.9449680319692929,0.6692615587737498,1.9673692346068021,1.0224012026375093,1.5276556515673743
hr,1002,e-002,1,25,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,0.9345484580055703,-3.8654515419944304,-1.137051752669711
hr,1002,e-001,0,24,fct_training,training_hours,gamma,0.6518391787852865,3.9110350727117194,2.769940718234697,4.323681538747902,0.4126464660361826,0.14897303155973862
hr,1002,e-001,0,16,fct_training,training_hours,gamma,0.4181351582549187,2.5088109495295123,1.7768333636130185,4.749465105304775,2.240654155775263,1.2610378675122973
hr,1002,e-004,3,9,fct_training,training_hours,gamma,0.8928039507782877,5.356823704669726,3.7939020806789943,6.618116518387903,1.2612928137181774,0.33245265346765196
hr,1002,e-001,0,12,fct_training,training_hours,gamma,0.3074422583404619,1.8446535500427714,1.3064523545059712,1.1133084987096082,-0.7313450513331632,-0.5597946597981508
hr,1002,e-001,0,26,fct_training,training_hours,gamma,0.7128314798973481,4.2769888793840884,3.0291228353083635,3.451836507525981,-0.8251523718581075,-0.2724063752845821
hr,1002,e-002,1,23,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,9.285351787390265,4.485351787390265,1.319400089688065
hr,1002,e-001,0,13,fct_training,training_hours,gamma,0.3347305389221557,2.008383233532934,1.422411815019996,2.284675164227945,0.2762919306950109,0.1942418698843041
hr,1002,e-004,3,29,fct_training,training_hours,gamma,0.3,1.7999999999999998,1.2748270470930554,2.2839804199347724,0.4839804199347726,0.3796439846788446
hr,1002,e-004,3,21,fct_training,training_hours,gamma,0.3,1.7999999999999998,1.2748270470930554,2.19238697850963,0.39238697850963034,0.3077962453058844
hr,1002,e-003,2,15,fct_training,training_hours,gamma,0.5257880244257798,3.1547281465546786,2.234295981918694,5.715042157026698,2.5603140104720192,1.1459153268822329
hr,1002,e-004,3,16,fct_training,training_hours,gamma,0.9983149572976772,5.989889743786063,4.2422630302687585,3.806033388066397,-2.1838563557196657,-0.514785702851931
hr,1002,e-001,0,1,fct_training,training_hours,gamma,0.024208725406330196,0.14525235243798118,0.10287312641212852,0.0863849601017166,-0.058867392336264576,-0.5722329474116599
hr,1002,e-002,1,0,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,6.082595674825079,1.2825956748250782,0.3772852004953545
hr,1002,e-004,3,33,fct_training,training_hours,gamma,0.3,1.7999999999999998,1.2748270470930554,2.4104316369013845,0.6104316369013847,0.478834864928016
hr,1002,e-001,0,29,fct_training,training_hours,gamma,0.8062446535500427,4.837467921300256,3.4260749697325483,2.55677353505574,-2.280694386244516,-0.6656872387187006
hr,1002,e-004,3,29,fct_training,training_hours,gamma,0.3,1.7999999999999998,1.2748270470930554,2.2839804199347724,0.4839804199347726,0.3796439846788446
hr,1002,e-004,3,31,fct_training,training_hours,gamma,0.3,1.7999999999999998,1.2748270470930554,1.040981920905996,-0.7590180790940038,-0.5953890614611345
hr,1002,e-001,0,30,fct_training,training_hours,gamma,0.8378956372968349,5.0273738237810095,3.5605734035575933,5.998824662645545,0.9714508388645351,0.27283550393706174
hr,1002,e-001,0,6,fct_training,training_hours,gamma,0.14910179640718563,0.8946107784431138,0.6335966761001414,0.7637484236566572,-0.13086235478645658,-0.206538890942309
hr,1002,e-001,0,8,fct_training,training_hours,gamma,0.20085543199315656,1.2051325919589393,0.8535197908681194,2.2816705796970753,1.076537987738136,1.2612923557908173
hr,1002,e-002,1,25,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,0.9345484580055703,-3.8654515419944304,-1.137051752669711
hr,1002,e-002,1,14,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,5.623762595063449,0.8237625950634486,0.24231598619843553
hr,1002,e-004,3,34,fct_training,training_hours,gamma,0.3,1.7999999999999998,1.2748270470930554,4.724199474059049,2.9241994740590496,2.293800936156008
hr,1002,e-004,3,9,fct_training,training_hours,gamma,0.8928039507782877,5.356823704669726,3.7939020806789943,6.618116518387903,1.2612928137181774,0.33245265346765196
hr,1002,e-002,1,30,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,2.1624140351536085,-2.637585964846392,-0.7758658235819483
hr,1002,e-003,2,28,fct_training,training_hours,gamma,0.30119421191220214,1.8071652714732127,1.2799017592451756,1.6098757389418383,-0.19728953253137438,-0.15414427795436914
hr,1002,e-003,2,34,fct_training,training_hours,gamma,0.2329007557498447,1.3974045344990682,0.9896939423943849,6.779703847960017,5.382299313460949,5.4383472333269545
hr,1002,e-001,0,3,fct_training,training_hours,gamma,0.07339606501283148,0.4403763900769889,0.3118909627618596,1.3848426081304535,0.9444662180534645,3.0281936023090212
hr,1002,e-001,0,25,fct_training,training_hours,gamma,0.6822070145423438,4.093242087254063,2.898986512850618,4.19474709693746,0.1015050096833976,0.03501396409864155
hr,1002,e-002,1,2,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,2.427259784432794,-2.3727402155672066,-0.6979594470219561
hr,1002,e-004,3,13,fct_training,training_hours,gamma,0.984573721605096,5.907442329630577,4.183870700530816,3.968491323074785,-1.9389510065557918,-0.46343473432622884
hr,1002,e-004,3,18,fct_training,training_hours,gamma,1.0,6.0,4.2494234903101855,9.602466373123363,3.602466373123363,0.8477541439063306
hr,1002,e-001,0,21,fct_training,training_hours,gamma,0.5622754491017964,3.3736526946107785,2.3893465014378825,1.3199425637935307,-2.053710130817248,-0.8595279628054565
hr,1002,e-003,2,28,fct_training,training_hours,gamma,0.30119421191220214,1.8071652714732127,1.2799017592451756,1.6098757389418383,-0.19728953253137438,-0.15414427795436914
hr,1002,e-002,1,34,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,5.887067966226105,1.0870679662261047,0.31976924890661884
hr,1002,e-004,3,32,fct_training,training_hours,gamma,0.3,1.7999999999999998,1.2748270470930554,0.8040874528234415,-0.9959125471765583,-0.7812138512808492
hr,1002,e-002,1,16,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,13.454878052473624,8.654878052473624,2.545897717716604
hr,1002,e-001,0,27,fct_training,training_hours,gamma,0.7437125748502993,4.462275449101796,3.160349685607934,3.4080369870080642,-1.0542384620937315,-0.3335828522060954
hr,1002,e-003,2,1,fct_training,training_hours,gamma,0.9580482443263975,5.7482894659583845,4.071152714291025,2.0529127059129815,-3.695376760045403,-0.9076978977166515
hr,1002,e-003,2,18,fct_training,training_hours,gamma,0.4623520933081964,2.7741125598491783,1.9647298460979363,2.2979027026037917,-0.47620985724538656,-0.2423793063413609
hr,1002,e-001,0,10,fct_training,training_hours,gamma,0.25363558597091534,1.521813515825492,1.0778050170033961,0.5810352282122749,-0.940778287613217,-0.8728650106202397
hr,1002,e-004,3,16,fct_training,training_hours,gamma,0.9983149572976772,5.989889743786063,4.2422630302687585,3.806033388066397,-2.1838563557196657,-0.514785702851931
hr,1002,e-001,0,33,fct_training,training_hours,gamma,0.9343883661248932,5.606330196749359,3.9706118720836745,11.51817708402941,5.911846887280052,1.4889007230459086
hr,1002,e-004,3,30,fct_training,training_hours,gamma,0.3,1.7999999999999998,1.2748270470930554,0.8985006351514446,-0.9014993648485552,-0.7071542503778951
hr,1002,e-004,3,8,fct_training,training_hours,gamma,0.8363596545270011,5.018157927162006,3.5540463622947494,3.7668497486777768,-1.2513081784842295,-0.3520798692328522
hr,1002,e-001,0,18,fct_training,training_hours,gamma,0.47502138579982883,2.850128314798973,2.01856703521749,0.759465530639691,-2.090662784159282,-1.0357163015564772
hr,1002,e-003,2,9,fct_training,training_hours,gamma,0.6799647735788938,4.079788641473363,2.889458281429598,2.2752354848105405,-1.8045531566628226,-0.624529922532744
hr,1002,e-003,2,34,fct_training,training_hours,gamma,0.2329007557498447,1.3974045344990682,0.9896939423943849,6.779703847960017,5.382299313460949,5.4383472333269545
hr,1002,e-004,3,3,fct_training,training_hours,gamma,0.27078483220213045,1.6247089932127827,1.1506794267794351,0.4938067021877576,-1.1309022910250253,-0.9828126450389725
hr,1002,e-002,1,13,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,5.811798670680125,1.0117986706801245,0.29762821738857465
hr,1002,e-004,3,1,fct_training,training_hours,gamma,0.06703313973219381,0.40219883839316284,0.2848521986072294,0.1183895918859801,-0.28380924650718276,-0.9963386201505691
hr,1002,e-002,1,8,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,10.039109916725831,5.23910991672583,1.5411237338054184
hr,1002,e-001,0,34,fct_training,training_hours,gamma,0.9670658682634731,5.802395209580839,4.1094724172760175,0.7663537356364822,-5.036041473944357,-1.2254715356582244
hr,1002,e-001,0,15,fct_training,training_hours,gamma,0.3900769888793841,2.3404619332763046,1.6576023195735197,1.26125362135773,-1.0792083119185747,-0.651065879418075
hr,1002,e-004,3,7,fct_training,training_hours,gamma,0.7578525253483966,4.54711515209038,3.220436323406372,2.9963532378280373,-1.5507619142623428,-0.4815378285828194
hr,1002,e-001,0,27,fct_training,training_hours,gamma,0.7437125748502993,4.462275449101796,3.160349685607934,3.4080369870080642,-1.0542384620937315,-0.3335828522060954
hr,1002,e-002,1,30,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,2.1624140351536085,-2.637585964846392,-0.7758658235819483
hr,1002,e-002,1,19,fct_training,training_hours,gamma,0.8,4.800000000000001,3.399538792248149,0.16732405280813983,-4.632675947191861,-1.3627366034932715
hr,1002,e-001,0,30,fct_training,training_hours,gamma,0.8378956372968349,5.0273738237810095,3.5605734035575933,5.998824662645545,0.9714508388645351,0.27283550393706174
hr,1002,e-003,2,29,fct_training,training_hours,gamma,0.2885585859237581,1.7313515155425487,1.2262076333551077,3.967290105559441,2.235938590016892,1.8234583843675747
hr,1002,e-004,3,11,fct_training,training_hours,gamma,0.9572046327171234,5.74322779630274,4.067567851301877,3.6328806450939597,-2.1103471512087806,-0.518822851481958
